tag_axis,tag_level,tag_major_name,tag_name,tag_id,parent_tag_id
記事種別,小分類,公表資料,有価証券報告書,AT-08-06,AT-08
記事種別,小分類,公表資料,政策文書,AT-08-07,AT-08
記事種別,小分類,公表資料,会議資料,AT-08-08,AT-08
記事種別,小分類,公表資料,議事録,AT-08-09,AT-08
記事種別,小分類,公表資料,FAQ,AT-08-10,AT-08
記事種別,大分類,複合,複合,AT-09,
記事種別,小分類,複合,総合ニュースページ,AT-09-01,AT-09
記事種別,小分類,複合,検索結果ページ,AT-09-02,AT-09
記事種別,小分類,複合,ニュースアグリゲーター,AT-09-03,AT-09
記事種別,小分類,複合,複合データベース,AT-09-04,AT-09
